Pulsometer RR [Aimar Mun 2015] heart rate raw data exported
Get Pulsometer RR --> https://play.google.com/store/apps/details?id=com.beetlesoft.pulsometer
CSV version format: 1.4
DB version: 1

Title:	BEGUM
Comments:	
Date:	4/30/17 11:03 AM
Duration:	03:30:14'48
Activities:	Ciclo indoor
Max HR:	152
Average HR:	77
Calories:	167
Time format pattern: "yyyy-MM-dd HH:mm:ss.SSS"

Timespan:	Time formatted:	Elapsed time	Heart rate:	Detection:
1493570107137	2017-04-30 11:35:07.137	00:30:15	103	OK
1493570108126	2017-04-30 11:35:08.126	00:30:16	103	OK
1493570109629	2017-04-30 11:35:09.629	00:30:17	103	OK
1493570110120	2017-04-30 11:35:10.120	00:30:18	102	OK
1493570111117	2017-04-30 11:35:11.117	00:30:19	102	OK
1493570112119	2017-04-30 11:35:12.119	00:30:20	100	OK
1493570113115	2017-04-30 11:35:13.115	00:30:21	100	OK
1493570114116	2017-04-30 11:35:14.116	00:30:22	98	OK
1493570115128	2017-04-30 11:35:15.128	00:30:23	97	OK
1493570116609	2017-04-30 11:35:16.609	00:30:24	95	OK
1493570118115	2017-04-30 11:35:18.115	00:30:24	95	OK
1493570118608	2017-04-30 11:35:18.608	00:30:24	96	OK
1493570119604	2017-04-30 11:35:19.604	00:30:26	96	OK
1493570120611	2017-04-30 11:35:20.611	00:30:27	97	OK
1493570121598	2017-04-30 11:35:21.598	00:30:28	97	OK
1493570122590	2017-04-30 11:35:22.590	00:30:28	97	OK
1493570123602	2017-04-30 11:35:23.602	00:30:29	97	OK
1493570124604	2017-04-30 11:35:24.604	00:30:31	99	OK
1493570125601	2017-04-30 11:35:25.601	00:30:32	100	OK
1493570126597	2017-04-30 11:35:26.597	00:30:34	101	OK
1493570127604	2017-04-30 11:35:27.604	00:30:35	101	OK
1493570128592	2017-04-30 11:35:28.592	00:30:36	100	OK
1493570129591	2017-04-30 11:35:29.591	00:30:37	99	OK
1493570130587	2017-04-30 11:35:30.587	00:30:38	98	OK
1493570132132	2017-04-30 11:35:32.132	00:30:39	98	OK
1493570132574	2017-04-30 11:35:32.574	00:30:40	99	OK
1493570133571	2017-04-30 11:35:33.571	00:30:41	100	OK
1493570134579	2017-04-30 11:35:34.579	00:30:42	102	OK
1493570137570	2017-04-30 11:35:37.570	00:30:43	102	OK
1493570137623	2017-04-30 11:35:37.623	00:30:44	103	OK
1493570137640	2017-04-30 11:35:37.640	00:30:45	104	OK
1493570138576	2017-04-30 11:35:38.576	00:30:46	104	OK
1493570140086	2017-04-30 11:35:40.086	00:30:47	104	OK
1493570141139	2017-04-30 11:35:41.139	00:30:47	104	OK
1493570141550	2017-04-30 11:35:41.550	00:30:48	103	OK
1493570142548	2017-04-30 11:35:42.548	00:30:50	102	OK
1493570143545	2017-04-30 11:35:43.545	00:30:50	100	OK
1493570144536	2017-04-30 11:35:44.536	00:30:52	99	OK
1493570145538	2017-04-30 11:35:45.538	00:30:52	99	OK
1493570146531	2017-04-30 11:35:46.531	00:30:54	99	OK
1493570147553	2017-04-30 11:35:47.553	00:30:54	99	OK
1493570148546	2017-04-30 11:35:48.546	00:30:56	100	OK
1493570149505	2017-04-30 11:35:49.505	00:30:57	99	OK
1493570150481	2017-04-30 11:35:50.481	00:30:58	99	OK
1493570152008	2017-04-30 11:35:52.008	00:30:58	99	OK
1493570152584	2017-04-30 11:35:52.584	00:31:00	99	OK
1493570154009	2017-04-30 11:35:54.009	00:31:01	99	OK
1493570154684	2017-04-30 11:35:54.684	00:31:01	99	OK
1493570155508	2017-04-30 11:35:55.508	00:31:03	99	OK
1493570156495	2017-04-30 11:35:56.495	00:31:04	99	OK
1493570158019	2017-04-30 11:35:58.019	00:31:05	99	OK
1493570158690	2017-04-30 11:35:58.690	00:31:06	100	OK
1493570160205	2017-04-30 11:36:00.205	00:31:06	101	OK
1493570160674	2017-04-30 11:36:00.674	00:31:07	102	OK
1493570162189	2017-04-30 11:36:02.189	00:31:09	102	OK
1493570162677	2017-04-30 11:36:02.677	00:31:10	101	OK
1493570163665	2017-04-30 11:36:03.665	00:31:10	99	OK
1493570164670	2017-04-30 11:36:04.670	00:31:12	98	OK
1493570165666	2017-04-30 11:36:05.666	00:31:13	95	OK
1493570166659	2017-04-30 11:36:06.659	00:31:14	95	OK
1493570168173	2017-04-30 11:36:08.173	00:31:15	95	OK
1493570168654	2017-04-30 11:36:08.654	00:31:16	96	OK
1493570169494	2017-04-30 11:36:09.494	00:31:17	96	OK
1493570170493	2017-04-30 11:36:10.493	00:31:18	97	OK
1493570172015	2017-04-30 11:36:12.015	00:31:18	98	OK
1493570172501	2017-04-30 11:36:12.501	00:31:19	98	OK
1493570173484	2017-04-30 11:36:13.484	00:31:21	98	OK
1493570174440	2017-04-30 11:36:14.440	00:31:21	97	OK
1493570175415	2017-04-30 11:36:15.415	00:31:23	96	OK
1493570177015	2017-04-30 11:36:17.015	00:31:23	96	OK
1493570178017	2017-04-30 11:36:18.017	00:31:24	95	OK
1493570178701	2017-04-30 11:36:18.701	00:31:24	94	OK
1493570179701	2017-04-30 11:36:19.701	00:31:26	94	OK
1493570180691	2017-04-30 11:36:20.691	00:31:28	94	OK
1493570181692	2017-04-30 11:36:21.692	00:31:28	95	OK
1493570182690	2017-04-30 11:36:22.690	00:31:30	95	OK
1493570184199	2017-04-30 11:36:24.199	00:31:31	94	OK
1493570184682	2017-04-30 11:36:24.682	00:31:32	93	OK
1493570185679	2017-04-30 11:36:25.679	00:31:33	92	OK
1493570186684	2017-04-30 11:36:26.684	00:31:34	90	OK
1493570187677	2017-04-30 11:36:27.677	00:31:34	90	OK
1493570188517	2017-04-30 11:36:28.517	00:31:36	91	OK
1493570189309	2017-04-30 11:36:29.309	00:31:37	93	OK
1493570190303	2017-04-30 11:36:30.303	00:31:38	94	OK
1493570191021	2017-04-30 11:36:31.021	00:31:39	93	OK
1493570193013	2017-04-30 11:36:33.013	00:31:40	92	OK
1493570193018	2017-04-30 11:36:33.018	00:31:41	91	OK
1493570194040	2017-04-30 11:36:34.040	00:31:42	90	OK
1493570195197	2017-04-30 11:36:35.197	00:31:43	89	OK
1493570197486	2017-04-30 11:36:37.486	00:31:44	89	OK
1493570199033	2017-04-30 11:36:39.033	00:31:45	88	OK
1493570200023	2017-04-30 11:36:40.023	00:31:46	88	OK
1493570200017	2017-04-30 11:36:40.017	00:31:47	88	OK
1493570200484	2017-04-30 11:36:40.484	00:31:48	88	OK
1493570201376	2017-04-30 11:36:41.376	00:31:49	86	OK
1493570203051	2017-04-30 11:36:43.051	00:31:50	86	OK
1493570203498	2017-04-30 11:36:43.498	00:31:51	84	OK
1493570204481	2017-04-30 11:36:44.481	00:31:52	83	OK
1493570205779	2017-04-30 11:36:45.779	00:31:53	83	OK
1493570207047	2017-04-30 11:36:47.047	00:31:54	83	OK
1493570207684	2017-04-30 11:36:47.684	00:31:55	83	OK
1493570209197	2017-04-30 11:36:49.197	00:31:56	82	OK
1493570211011	2017-04-30 11:36:51.011	00:31:57	82	OK
1493570211019	2017-04-30 11:36:51.019	00:31:58	81	OK
1493570211496	2017-04-30 11:36:51.496	00:31:58	81	OK
1493570212500	2017-04-30 11:36:52.500	00:32:00	80	OK
1493570213630	2017-04-30 11:36:53.630	00:32:01	81	OK
1493570215010	2017-04-30 11:36:55.010	00:32:02	80	OK
1493570215490	2017-04-30 11:36:55.490	00:32:03	80	OK
1493570217016	2017-04-30 11:36:57.016	00:32:04	80	OK
1493570217500	2017-04-30 11:36:57.500	00:32:05	80	OK
1493570219050	2017-04-30 11:36:59.050	00:32:06	79	OK
1493570219506	2017-04-30 11:36:59.506	00:32:07	78	OK
1493570220505	2017-04-30 11:37:00.505	00:32:08	78	OK
1493570221407	2017-04-30 11:37:01.407	00:32:09	77	OK
1493570223064	2017-04-30 11:37:03.064	00:32:10	77	OK
1493570223500	2017-04-30 11:37:03.500	00:32:10	77	OK
1493570224481	2017-04-30 11:37:04.481	00:32:12	76	OK
1493570226042	2017-04-30 11:37:06.042	00:32:12	76	OK
1493570228025	2017-04-30 11:37:08.025	00:32:14	76	OK
1493570228022	2017-04-30 11:37:08.022	00:32:15	76	OK
1493570228018	2017-04-30 11:37:08.018	00:32:16	76	OK
1493570228999	2017-04-30 11:37:08.999	00:32:17	76	OK
1493570230014	2017-04-30 11:37:10.014	00:32:18	76	OK
1493570231008	2017-04-30 11:37:11.008	00:32:19	76	OK
1493570233017	2017-04-30 11:37:13.017	00:32:20	76	OK
1493570233013	2017-04-30 11:37:13.013	00:32:21	76	OK
1493570234014	2017-04-30 11:37:14.014	00:32:22	75	OK
1493570235472	2017-04-30 11:37:15.472	00:32:22	75	OK
1493570236752	2017-04-30 11:37:16.752	00:32:24	76	OK
1493570237256	2017-04-30 11:37:17.256	00:32:25	76	OK
1493570238255	2017-04-30 11:37:18.255	00:32:26	75	OK
1493570239610	2017-04-30 11:37:19.610	00:32:26	75	OK
1493570240437	2017-04-30 11:37:20.437	00:32:28	75	OK
1493570241396	2017-04-30 11:37:21.396	00:32:29	75	OK
1493570244016	2017-04-30 11:37:24.016	00:32:30	75	OK
1493570244012	2017-04-30 11:37:24.012	00:32:31	75	OK
1493570244498	2017-04-30 11:37:24.498	00:32:32	75	OK
1493570246014	2017-04-30 11:37:26.014	00:32:32	75	OK
1493570246487	2017-04-30 11:37:26.487	00:32:34	76	OK
1493570247484	2017-04-30 11:37:27.484	00:32:35	76	OK
1493570248841	2017-04-30 11:37:28.841	00:32:36	75	OK
1493570249482	2017-04-30 11:37:29.482	00:32:37	76	OK
1493570250564	2017-04-30 11:37:30.564	00:32:38	77	OK
1493570254007	2017-04-30 11:37:34.007	00:32:39	77	OK
1493570260402	2017-04-30 11:37:40.402	00:32:39	77	FAIL
1493570262603	2017-04-30 11:37:42.603	00:32:40	77	FAIL
1493570264803	2017-04-30 11:37:44.803	00:32:42	77	FAIL
1493570266672	2017-04-30 11:37:46.672	00:32:43	74	OK
1493570267640	2017-04-30 11:37:47.640	00:32:44	74	OK
1493570268620	2017-04-30 11:37:48.620	00:32:44	74	OK
1493570269591	2017-04-30 11:37:49.591	00:32:46	74	OK
1493570270606	2017-04-30 11:37:50.606	00:32:46	74	OK
1493570271593	2017-04-30 11:37:51.593	00:32:48	74	OK
1493570272589	2017-04-30 11:37:52.589	00:32:49	75	OK
1493570273593	2017-04-30 11:37:53.593	00:32:49	74	OK
1493570274580	2017-04-30 11:37:54.580	00:32:51	74	OK
1493570275334	2017-04-30 11:37:55.334	00:32:51	75	OK
1493570276418	2017-04-30 11:37:56.418	00:32:53	75	OK
1493570277324	2017-04-30 11:37:57.324	00:32:54	74	OK
1493570278366	2017-04-30 11:37:58.366	00:32:55	75	OK
1493570279350	2017-04-30 11:37:59.350	00:32:56	75	OK
1493570280374	2017-04-30 11:38:00.374	00:32:57	75	OK
1493570281255	2017-04-30 11:38:01.255	00:32:58	75	OK
1493570282275	2017-04-30 11:38:02.275	00:32:59	75	OK
1493570283353	2017-04-30 11:38:03.353	00:32:59	75	OK
1493570284280	2017-04-30 11:38:04.280	00:33:01	75	OK
1493570285304	2017-04-30 11:38:05.304	00:33:02	75	OK
1493570286270	2017-04-30 11:38:06.270	00:33:03	75	OK
1493570287254	2017-04-30 11:38:07.254	00:33:04	75	OK
1493570288279	2017-04-30 11:38:08.279	00:33:05	75	OK
1493570289253	2017-04-30 11:38:09.253	00:33:06	76	OK
1493570290282	2017-04-30 11:38:10.282	00:33:07	75	OK
1493570291013	2017-04-30 11:38:11.013	00:33:08	75	OK
1493570292007	2017-04-30 11:38:12.007	00:33:08	75	OK
1493570293018	2017-04-30 11:38:13.018	00:33:10	74	OK
1493570294015	2017-04-30 11:38:14.015	00:33:11	74	OK
1493570295021	2017-04-30 11:38:15.021	00:33:12	74	OK
1493570296083	2017-04-30 11:38:16.083	00:33:13	75	OK
1493570298057	2017-04-30 11:38:18.057	00:33:13	75	OK
1493570300060	2017-04-30 11:38:20.060	00:33:13	75	OK
1493570300056	2017-04-30 11:38:20.056	00:33:16	74	OK
1493570300493	2017-04-30 11:38:20.493	00:33:17	75	OK
1493570301483	2017-04-30 11:38:21.483	00:33:17	75	OK
1493570303060	2017-04-30 11:38:23.060	00:33:19	74	OK
1493570303499	2017-04-30 11:38:23.499	00:33:19	75	OK
1493570304482	2017-04-30 11:38:24.482	00:33:21	75	OK
1493570305367	2017-04-30 11:38:25.367	00:33:21	75	OK
1493570306328	2017-04-30 11:38:26.328	00:33:23	76	OK
1493570307624	2017-04-30 11:38:27.624	00:33:24	76	OK
1493570309053	2017-04-30 11:38:29.053	00:33:25	76	OK
1493570310015	2017-04-30 11:38:30.015	00:33:26	75	OK
1493570310499	2017-04-30 11:38:30.499	00:33:27	75	OK
1493570313024	2017-04-30 11:38:33.024	00:33:27	73	OK
1493570313020	2017-04-30 11:38:33.020	00:33:29	74	OK
1493570314067	2017-04-30 11:38:34.067	00:33:29	73	OK
1493570314069	2017-04-30 11:38:34.069	00:33:29	74	OK
1493570315017	2017-04-30 11:38:35.017	00:33:32	74	OK
1493570316703	2017-04-30 11:38:36.703	00:33:33	73	OK
1493570318029	2017-04-30 11:38:38.029	00:33:34	73	OK
1493570318484	2017-04-30 11:38:38.484	00:33:34	74	OK
1493570320019	2017-04-30 11:38:40.019	00:33:36	73	OK
1493570320709	2017-04-30 11:38:40.709	00:33:36	73	OK
1493570322022	2017-04-30 11:38:42.022	00:33:38	73	OK
1493570322017	2017-04-30 11:38:42.017	00:33:39	73	OK
1493570324011	2017-04-30 11:38:44.011	00:33:40	73	OK
1493570324481	2017-04-30 11:38:44.481	00:33:41	73	OK
1493570325068	2017-04-30 11:38:45.068	00:33:41	73	OK
1493570326045	2017-04-30 11:38:46.045	00:33:41	74	OK
1493570328055	2017-04-30 11:38:48.055	00:33:43	74	OK
1493570328499	2017-04-30 11:38:48.499	00:33:43	74	OK
1493570330009	2017-04-30 11:38:50.009	00:33:44	74	OK
1493570330982	2017-04-30 11:38:50.982	00:33:47	74	OK
1493570331491	2017-04-30 11:38:51.491	00:33:48	74	OK
1493570332476	2017-04-30 11:38:52.476	00:33:49	74	OK
1493570333627	2017-04-30 11:38:53.627	00:33:50	75	OK
1493570337023	2017-04-30 11:38:57.023	00:33:51	77	OK
1493570337021	2017-04-30 11:38:57.021	00:33:51	77	OK
1493570337017	2017-04-30 11:38:57.017	00:33:53	75	OK
1493570337483	2017-04-30 11:38:57.483	00:33:54	77	OK
1493570340056	2017-04-30 11:39:00.056	00:33:55	76	OK
1493570340053	2017-04-30 11:39:00.053	00:33:56	77	OK
1493570341017	2017-04-30 11:39:01.017	00:33:57	76	OK
1493570341486	2017-04-30 11:39:01.486	00:33:58	76	OK
1493570342492	2017-04-30 11:39:02.492	00:33:58	76	OK
1493570344019	2017-04-30 11:39:04.019	00:34:00	77	OK
1493570344501	2017-04-30 11:39:04.501	00:34:01	76	OK
1493570346048	2017-04-30 11:39:06.048	00:34:02	75	OK
1493570346500	2017-04-30 11:39:06.500	00:34:03	73	OK
1493570348011	2017-04-30 11:39:08.011	00:34:04	72	OK
1493570348549	2017-04-30 11:39:08.549	00:34:05	73	OK
1493570350024	2017-04-30 11:39:10.024	00:34:06	72	OK
1493570350019	2017-04-30 11:39:10.019	00:34:07	72	OK
1493570351044	2017-04-30 11:39:11.044	00:34:08	72	OK
1493570351988	2017-04-30 11:39:11.988	00:34:09	72	OK
1493570354026	2017-04-30 11:39:14.026	00:34:10	71	OK
1493570354021	2017-04-30 11:39:14.021	00:34:11	72	OK
1493570355013	2017-04-30 11:39:15.013	00:34:12	71	OK
1493570357014	2017-04-30 11:39:17.014	00:34:12	71	OK
1493570358179	2017-04-30 11:39:18.179	00:34:14	71	OK
1493570358680	2017-04-30 11:39:18.680	00:34:15	71	OK
1493570359675	2017-04-30 11:39:19.675	00:34:16	71	OK
1493570361018	2017-04-30 11:39:21.018	00:34:17	71	OK
1493570362014	2017-04-30 11:39:22.014	00:34:18	71	OK
1493570363012	2017-04-30 11:39:23.012	00:34:19	71	OK
1493570363488	2017-04-30 11:39:23.488	00:34:20	72	OK
1493570365059	2017-04-30 11:39:25.059	00:34:20	72	OK
1493570365498	2017-04-30 11:39:25.498	00:34:22	73	OK
1493570366498	2017-04-30 11:39:26.498	00:34:22	72	OK
1493570368015	2017-04-30 11:39:28.015	00:34:24	73	OK
1493570369015	2017-04-30 11:39:29.015	00:34:25	73	OK
1493570370060	2017-04-30 11:39:30.060	00:34:26	73	OK
1493570371017	2017-04-30 11:39:31.017	00:34:27	74	OK
1493570371024	2017-04-30 11:39:31.024	00:34:27	74	OK
1493570372013	2017-04-30 11:39:32.013	00:34:29	77	OK
1493570374020	2017-04-30 11:39:34.020	00:34:29	79	OK
1493570374508	2017-04-30 11:39:34.508	00:34:31	82	OK
1493570375496	2017-04-30 11:39:35.496	00:34:32	85	OK
1493570377017	2017-04-30 11:39:37.017	00:34:33	86	OK
1493570377696	2017-04-30 11:39:37.696	00:34:34	88	OK
1493570379011	2017-04-30 11:39:39.011	00:34:35	89	OK
1493570379737	2017-04-30 11:39:39.737	00:34:35	91	OK
1493570380699	2017-04-30 11:39:40.699	00:34:37	94	OK
1493570381692	2017-04-30 11:39:41.692	00:34:37	95	OK
1493570382690	2017-04-30 11:39:42.690	00:34:38	96	OK
1493570383690	2017-04-30 11:39:43.690	00:34:40	97	OK
1493570384693	2017-04-30 11:39:44.693	00:34:40	97	OK
1493570385691	2017-04-30 11:39:45.691	00:34:40	96	OK
1493570386682	2017-04-30 11:39:46.682	00:34:43	95	OK
1493570387682	2017-04-30 11:39:47.682	00:34:44	92	OK
1493570389670	2017-04-30 11:39:49.670	00:34:45	92	OK
1493570389675	2017-04-30 11:39:49.675	00:34:46	92	OK
1493570390673	2017-04-30 11:39:50.673	00:34:47	90	OK
1493570392058	2017-04-30 11:39:52.058	00:34:48	90	OK
1493570392088	2017-04-30 11:39:52.088	00:34:49	90	OK
1493570394050	2017-04-30 11:39:54.050	00:34:49	88	OK
1493570394499	2017-04-30 11:39:54.499	00:34:51	84	OK
1493570396052	2017-04-30 11:39:56.052	00:34:51	81	OK
1493570396048	2017-04-30 11:39:56.048	00:34:53	82	OK
1493570399012	2017-04-30 11:39:59.012	00:34:54	80	OK
1493570400011	2017-04-30 11:40:00.011	00:34:55	78	OK
1493570401072	2017-04-30 11:40:01.072	00:34:55	76	OK
1493570401066	2017-04-30 11:40:01.066	00:34:57	77	OK
1493570401077	2017-04-30 11:40:01.077	00:34:57	76	OK
1493570402483	2017-04-30 11:40:02.483	00:34:57	75	OK
1493570403951	2017-04-30 11:40:03.951	00:35:00	75	OK
1493570404460	2017-04-30 11:40:04.460	00:35:01	74	OK
1493570405461	2017-04-30 11:40:05.461	00:35:02	73	OK
1493570407025	2017-04-30 11:40:07.025	00:35:03	72	OK
1493570408021	2017-04-30 11:40:08.021	00:35:03	72	OK
1493570408017	2017-04-30 11:40:08.017	00:35:05	72	OK
1493570408994	2017-04-30 11:40:08.994	00:35:06	72	OK
1493570410992	2017-04-30 11:40:10.992	00:35:07	72	OK
1493570411007	2017-04-30 11:40:11.007	00:35:07	71	OK
1493570411987	2017-04-30 11:40:11.987	00:35:07	71	OK
1493570413502	2017-04-30 11:40:13.502	00:35:10	71	OK
1493570414488	2017-04-30 11:40:14.488	00:35:10	70	OK
1493570414980	2017-04-30 11:40:14.980	00:35:12	69	OK
1493570422928	2017-04-30 11:40:22.928	00:35:13	69	FAIL
1493570425128	2017-04-30 11:40:25.128	00:35:14	69	FAIL
1493570427329	2017-04-30 11:40:27.329	00:35:14	69	FAIL
1493570429531	2017-04-30 11:40:29.531	00:35:16	69	FAIL
1493570429768	2017-04-30 11:40:29.768	00:35:17	72	OK
1493570430691	2017-04-30 11:40:30.691	00:35:18	72	OK
1493570431714	2017-04-30 11:40:31.714	00:35:19	71	OK
1493570432691	2017-04-30 11:40:32.691	00:35:19	71	OK
1493570434045	2017-04-30 11:40:34.045	00:35:20	71	OK
1493570435221	2017-04-30 11:40:35.221	00:35:22	70	OK
1493570436286	2017-04-30 11:40:36.286	00:35:23	70	OK
1493570436967	2017-04-30 11:40:36.967	00:35:24	70	OK
1493570438006	2017-04-30 11:40:38.006	00:35:24	71	OK
1493570439015	2017-04-30 11:40:39.015	00:35:26	70	OK
1493570440012	2017-04-30 11:40:40.012	00:35:27	70	OK
1493570441012	2017-04-30 11:40:41.012	00:35:28	69	OK
1493570442053	2017-04-30 11:40:42.053	00:35:28	70	OK
1493570443048	2017-04-30 11:40:43.048	00:35:29	70	OK
1493570444209	2017-04-30 11:40:44.209	00:35:31	69	OK
1493570444996	2017-04-30 11:40:44.996	00:35:32	69	OK
1493570445967	2017-04-30 11:40:45.967	00:35:33	70	OK
1493570446944	2017-04-30 11:40:46.944	00:35:33	70	OK
1493570447968	2017-04-30 11:40:47.968	00:35:34	69	OK
1493570449043	2017-04-30 11:40:49.043	00:35:36	69	OK
1493570450239	2017-04-30 11:40:50.239	00:35:37	69	OK
1493570450938	2017-04-30 11:40:50.938	00:35:38	70	OK
1493570451969	2017-04-30 11:40:51.969	00:35:39	71	OK
1493570452938	2017-04-30 11:40:52.938	00:35:40	71	OK
1493570454007	2017-04-30 11:40:54.007	00:35:41	72	OK
1493570455050	2017-04-30 11:40:55.050	00:35:41	72	OK
1493570456050	2017-04-30 11:40:56.050	00:35:42	73	OK
1493570457038	2017-04-30 11:40:57.038	00:35:43	73	OK
1493570458016	2017-04-30 11:40:58.016	00:35:45	73	OK
1493570459008	2017-04-30 11:40:59.008	00:35:46	73	OK
1493570460091	2017-04-30 11:41:00.091	00:35:47	73	OK
1493570572004	2017-04-30 11:42:52.004	00:35:48	73	FAIL
1493570572564	2017-04-30 11:42:52.564	00:35:48	69	OK
1493570573485	2017-04-30 11:42:53.485	00:35:50	69	OK
1493570574662	2017-04-30 11:42:54.662	00:35:51	69	OK
1493570575532	2017-04-30 11:42:55.532	00:35:51	69	OK
1493570576509	2017-04-30 11:42:56.509	00:35:53	69	OK
1493570577569	2017-04-30 11:42:57.569	00:35:54	69	OK
1493570578518	2017-04-30 11:42:58.518	00:35:55	69	OK
1493570579446	2017-04-30 11:42:59.446	00:35:56	69	OK
1493570580457	2017-04-30 11:43:00.457	00:35:56	69	OK
1493570581129	2017-04-30 11:43:01.129	00:35:56	69	OK
1493570592013	2017-04-30 11:43:12.013	00:35:58	69	OK
1493570592037	2017-04-30 11:43:12.037	00:35:59	69	OK
1493570592032	2017-04-30 11:43:12.032	00:36:00	69	OK
1493570592039	2017-04-30 11:43:12.039	00:36:02	69	OK
1493570592040	2017-04-30 11:43:12.040	00:36:03	69	OK
1493570592042	2017-04-30 11:43:12.042	00:36:04	69	OK
1493570592140	2017-04-30 11:43:12.140	00:36:04	69	OK
1493570592131	2017-04-30 11:43:12.131	00:36:05	69	OK
1493570592144	2017-04-30 11:43:12.144	00:36:07	69	OK
1493570592142	2017-04-30 11:43:12.142	00:36:08	68	OK
1493570592151	2017-04-30 11:43:12.151	00:36:09	69	OK
1493570592714	2017-04-30 11:43:12.714	00:36:10	69	OK
1493570594014	2017-04-30 11:43:14.014	00:36:11	69	OK
1493570595007	2017-04-30 11:43:15.007	00:36:12	69	OK
1493570596033	2017-04-30 11:43:16.033	00:36:13	70	OK
1493570597011	2017-04-30 11:43:17.011	00:36:14	70	OK
1493570598054	2017-04-30 11:43:18.054	00:36:15	70	OK
1493570599088	2017-04-30 11:43:19.088	00:36:15	70	OK
1493570600172	2017-04-30 11:43:20.172	00:36:17	70	OK
1493570601250	2017-04-30 11:43:21.250	00:36:18	71	OK
1493570601998	2017-04-30 11:43:21.998	00:36:18	71	OK
1493570603487	2017-04-30 11:43:23.487	00:36:20	71	OK
1493570604195	2017-04-30 11:43:24.195	00:36:20	71	OK
1493570605196	2017-04-30 11:43:25.196	00:36:22	71	OK
1493570606196	2017-04-30 11:43:26.196	00:36:23	71	OK
1493570607200	2017-04-30 11:43:27.200	00:36:24	71	OK
1493570608184	2017-04-30 11:43:28.184	00:36:25	70	OK
1493570609186	2017-04-30 11:43:29.186	00:36:25	70	OK
1493570610186	2017-04-30 11:43:30.186	00:36:27	70	OK
1493570611186	2017-04-30 11:43:31.186	00:36:27	71	OK
1493570614191	2017-04-30 11:43:34.191	00:36:29	71	OK
1493570614189	2017-04-30 11:43:34.189	00:36:30	71	OK
1493570614183	2017-04-30 11:43:34.183	00:36:31	71	OK
1493570616017	2017-04-30 11:43:36.017	00:36:31	71	OK
1493570616795	2017-04-30 11:43:36.795	00:36:31	72	OK
1493570617737	2017-04-30 11:43:37.737	00:36:34	72	OK
1493570619001	2017-04-30 11:43:39.001	00:36:35	72	OK
1493570619477	2017-04-30 11:43:39.477	00:36:35	72	OK
1493570620481	2017-04-30 11:43:40.481	00:36:37	71	OK
1493570622096	2017-04-30 11:43:42.096	00:36:38	71	OK
1493570622596	2017-04-30 11:43:42.596	00:36:39	72	OK
1493570623662	2017-04-30 11:43:43.662	00:36:39	72	OK
1493570625106	2017-04-30 11:43:45.106	00:36:41	72	OK
1493570625634	2017-04-30 11:43:45.634	00:36:42	72	OK
1493570626642	2017-04-30 11:43:46.642	00:36:43	71	OK
1493570627638	2017-04-30 11:43:47.638	00:36:44	71	OK
1493570628620	2017-04-30 11:43:48.620	00:36:45	71	OK
1493570629646	2017-04-30 11:43:49.646	00:36:46	71	OK
1493570631102	2017-04-30 11:43:51.102	00:36:47	70	OK
1493570631650	2017-04-30 11:43:51.650	00:36:48	71	OK
1493570632635	2017-04-30 11:43:52.635	00:36:48	71	OK
1493570635045	2017-04-30 11:43:55.045	00:36:50	70	OK
1493570635041	2017-04-30 11:43:55.041	00:36:51	70	OK
1493570637007	2017-04-30 11:43:57.007	00:36:51	70	OK
1493570637012	2017-04-30 11:43:57.012	00:36:53	71	OK
1493570638007	2017-04-30 11:43:58.007	00:36:54	71	OK
1493570638014	2017-04-30 11:43:58.014	00:36:55	71	OK
1493570639069	2017-04-30 11:43:59.069	00:36:56	71	OK
1493570641056	2017-04-30 11:44:01.056	00:36:57	71	OK
1493570641499	2017-04-30 11:44:01.499	00:36:57	71	OK
1493570642481	2017-04-30 11:44:02.481	00:36:58	71	OK
1493570643814	2017-04-30 11:44:03.814	00:36:58	71	OK
1493570645018	2017-04-30 11:44:05.018	00:37:01	70	OK
1493570645499	2017-04-30 11:44:05.499	00:37:01	70	OK
1493570646484	2017-04-30 11:44:06.484	00:37:02	71	OK
1493570647059	2017-04-30 11:44:07.059	00:37:02	71	OK
1493570648045	2017-04-30 11:44:08.045	00:37:05	72	OK
1493570649046	2017-04-30 11:44:09.046	00:37:06	72	OK
1493570650015	2017-04-30 11:44:10.015	00:37:06	72	OK
1493570651013	2017-04-30 11:44:11.013	00:37:08	71	OK
1493570653482	2017-04-30 11:44:13.482	00:37:08	71	OK
1493570653488	2017-04-30 11:44:13.488	00:37:09	71	OK
1493570653986	2017-04-30 11:44:13.986	00:37:10	71	OK
1493570655033	2017-04-30 11:44:15.033	00:37:12	71	OK
1493570655983	2017-04-30 11:44:15.983	00:37:12	71	OK
1493570658469	2017-04-30 11:44:18.469	00:37:13	71	OK
1493570658475	2017-04-30 11:44:18.475	00:37:15	71	OK
1493570658981	2017-04-30 11:44:18.981	00:37:15	71	OK
1493570661009	2017-04-30 11:44:21.009	00:37:17	71	OK
1493570662018	2017-04-30 11:44:22.018	00:37:17	70	OK
1493570662022	2017-04-30 11:44:22.022	00:37:19	71	OK
1493570664019	2017-04-30 11:44:24.019	00:37:20	71	OK
1493570665010	2017-04-30 11:44:25.010	00:37:21	71	OK
1493570666035	2017-04-30 11:44:26.035	00:37:22	71	OK
1493570667055	2017-04-30 11:44:27.055	00:37:23	71	OK
